Timestamp,market-price
6/8/2021,33514.87
6/11/2021,36704.57
6/14/2021,39066.82
6/17/2021,38324.87
6/20/2021,35524.17
6/23/2021,32447.59
6/26/2021,31640.58
6/29/2021,34456.67
7/2/2021,33536.88
7/5/2021,35309.3
7/8/2021,33839.04
7/11/2021,33515.57
7/14/2021,32686.56
7/17/2021,31421.25
7/20/2021,30815.94
7/23/2021,32297.89
7/26/2021,35365.2
7/29/2021,40002.53
8/1/2021,41659.06
8/4/2021,38138
8/7/2021,42825.95
8/10/2021,46333.46
8/13/2021,44417.78
8/16/2021,47056.41
8/19/2021,44777.86
8/22/2021,48932.02
8/25/2021,47744.58
8/28/2021,49056.86
8/31/2021,47074.77
9/3/2021,49329.01
9/6/2021,51769.06
9/9/2021,46078.38
9/12/2021,45144.79
9/15/2021,47072.12
9/18/2021,47263.6
9/21/2021,42901.56
9/24/2021,44888.96
9/27/2021,43182.63
9/30/2021,41522.38
10/3/2021,47727.1
10/6/2021,51505.83
10/9/2021,53867.3
10/12/2021,57452.01
10/15/2021,57397.74
10/18/2021,61546.21
10/21/2021,66063.56
10/24/2021,61277.28
10/27/2021,60345.17
10/30/2021,62249.18
11/2/2021,61029.5
11/5/2021,61441.83
11/8/2021,63293.22
11/11/2021,64976.73
11/14/2021,64420.94
11/17/2021,60172.26
11/20/2021,58133.02
11/23/2021,56301.52
11/26/2021,58935.45
11/29/2021,57292.28
12/2/2021,57229.76
12/5/2021,49253.86
12/8/2021,50645.41
12/11/2021,47137.46
12/14/2021,46757.09
12/17/2021,47658.38
12/20/2021,46689.28
12/23/2021,48628.35
12/26/2021,50470.89
12/29/2021,47601.26
1/1/2022,46249.56
1/4/2022,46441.99
1/7/2022,43120.63
1/10/2022,41864.44
1/13/2022,43926
1/16/2022,43146.53
1/19/2022,42381.48
1/22/2022,36480.85
1/25/2022,36678.82
1/28/2022,37146.85
1/31/2022,37918.62
2/3/2022,36912.68
2/6/2022,41435.43
2/9/2022,44133.28
2/12/2022,42401.27
2/15/2022,42580.94
2/18/2022,40565.69
2/21/2022,38382.32
2/24/2022,37291.48
2/27/2022,39103.91
3/2/2022,44418.83
3/5/2022,39141.25
3/8/2022,38032.5
3/11/2022,39437.89
3/14/2022,37820.39
3/17/2022,41133.08
3/20/2022,42222.32
3/23/2022,42372.67
3/26/2022,44334.33
3/29/2022,47115.93
4/1/2022,45539.22
4/4/2022,46425.52
4/7/2022,43190.18
4/10/2022,42787.69
4/13/2022,40102.2
4/16/2022,40566.2
4/19/2022,40805.72
4/22/2022,40514.01
4/25/2022,39465.57
4/28/2022,39249.28
5/1/2022,37661.19
5/4/2022,37727.19
5/7/2022,36013.03
5/10/2022,30175.71
5/13/2022,28931.14
5/16/2022,31277.43
5/19/2022,28680.97
5/22/2022,29409.92
5/25/2022,29634.57
5/28/2022,28578.89
5/31/2022,31715.58
6/3/2022,30429.88
6/6/2022,29901.35
6/9/2022,30189.25
6/12/2022,28344.5
6/15/2022,22189.29
6/18/2022,20434.75
6/21/2022,20582.29
6/24/2022,21088.3
6/27/2022,21020.04
6/30/2022,20085.93
7/3/2022,19224.75
7/6/2022,20181.91
7/9/2022,21636.45
7/12/2022,19946.31
7/15/2022,20568.9
7/18/2022,20774.23
7/21/2022,23227.22
7/24/2022,22461.7
